,tokens,h,t,relation,relation_definition,r_pid,has_relation,relation_prop_wiki,possible_probs
30,"['Maximian', 'had', 'two', 'children', 'with', 'his', 'Syrian', 'wife', ',', 'Eutropia', ':', 'Maxentius', 'and', 'Fausta', '.']","['eutropia', 'Q45530', [[9]]]","['maxentius', 'Q182070', [[11]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q45530'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q182070'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q45530'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q182070'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P25', 'P40']"
31,"['נָחֹור', '""', 'Nāḥōr', '""', ')', 'is', 'listed', 'as', 'the', 'son', 'of', 'Terah', ',', 'amongst', 'two', 'other', 'brothers', ',', 'Abram', 'and', 'Haran', '(', ')', '.']","['terah', 'Q586541', [[11]]]","['abram', 'Q9181', [[18]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q586541'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q9181'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q586541'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q9181'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q586541'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q9181'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P8810'}}]","['P40', 'P22']"
32,"['He', 'came', 'from', 'a', 'family', 'of', 'artists', 'that', 'included', 'his', 'father', 'Antonín', ',', 'uncle', 'Vaclav', ',', 'brother', 'Josef', 'and', 'sister', 'Amalie', '.']","['antonín', 'Q608589', [[11]]]","['amalie', 'Q4739420', [[20]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q608589'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4739420'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q608589'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4739420'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P22', 'P40']"
33,"['The', 'Prussian', 'king', 'Frederick', 'William', 'I', 'ceded', 'the', 'estates', 'to', 'the', 'Potsdam', 'orphanage', ';', 'his', 'son', 'King', 'Frederick', 'the', 'Great', 'had', 'to', 'pay', 'a', 'significant', 'compensation', 'before', 'building', 'Sanssouci', 'Palace', 'from', '1744', 'onwards', '.']","['frederick william i', 'Q105013', [[3, 4, 5]]]","['frederick the great', 'Q33550', [[17, 18, 19]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q105013'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q33550'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q105013'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q33550'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}]","['P40', 'P22']"
34,"['When', 'Louis', ""'s"", 'sons', 'by', 'his', 'first', 'marriage', 'to', 'Ermengarde', 'of', 'Hesbaye', '(', 'Lothair', ',', 'Louis', ',', 'and', 'Pepin', ')', 'rebelled', 'in', '830', ',', 'Ebbo', 'remained', 'loyal', '.']","['ermengarde of hesbaye', 'Q231827', [[9, 10, 11]]]","['pepin', 'Q333356', [[18]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q231827'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q333356'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q231827'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q333356'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}]","['P40', 'P25']"
35,"['In', '658', ',', 'Yazdegerd', 'III', ""'s"", 'son', 'Peroz', 'III', 'invaded', 'Sistan', 'and', 'established', 'a', 'kingdom', 'there', ',', 'known', 'in', 'Chinese', 'sources', 'as', 'the', '""', 'Persian', 'Area', 'Command', '""', '.']","['yazdegerd iii', 'Q208463', [[3, 4]]]","['peroz iii', 'Q1362174', [[7, 8]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q208463'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1362174'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q208463'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1362174'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}]","['P40', 'P22']"
36,"['He', 'was', 'the', 'son', 'of', 'composer', 'Gabriel', 'Fauré', ',', 'and', 'Marie', 'Fremiet', '(', 'daughter', 'of', 'sculptor', 'Emmanuel', 'Frémiet', ')', '.']","['emmanuel frémiet', 'Q499022', [[16, 17]]]","['marie fremiet', 'Q20011084', [[10, 11]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q499022'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q20011084'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q499022'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q20011084'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P22', 'P40']"
37,"['On', '12', 'September', '1835', 'when', 'Princess', 'Victoria', 'visited', 'Harewood', 'House', 'in', 'Yorkshire', 'with', 'her', 'mother', ',', 'the', 'Duchess', 'of', 'Kent', 'she', 'attended', 'the', 'local', 'church', 'service', '.']","['duchess of kent', 'Q58067', [[17, 18, 19]]]","['princess victoria', 'Q9439', [[5, 6]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q58067'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q9439'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q58067'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q9439'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q58067'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q9439'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P138'}}]","['P40', 'P25']"
38,"['Sansa', 'Stark', 'of', 'House', 'Stark', 'is', 'the', 'first', 'daughter', 'and', 'second', 'child', 'of', 'Eddard', 'and', 'Catelyn', 'Stark', '.']","['catelyn stark', 'Q2941743', [[15, 16]]]","['sansa stark', 'Q3472490', [[0, 1]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2941743'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3472490'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2941743'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3472490'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}]","['P40', 'P25']"
39,"['She', 'married', 'Lu', 'Jing', ',', 'who', 'was', 'born', 'to', 'Lu', 'Kang', 'and', 'another', 'daughter', 'of', 'Zhang', 'Cheng', ';', 'both', 'Sun', 'He', ""'s"", 'daughter', 'and', 'Lu', 'Jing', 'therefore', 'were', 'Zhang', 'Cheng', ""'s"", 'maternal', 'grandchildren', '.']","['lu kang', 'Q736690', [[9, 10]]]","['lu jing', 'Q8193987', [[2, 3], [24, 25]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q736690'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q8193987'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q736690'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q8193987'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P22', 'P40']"
40,"['And', 'therefore', 'he', 'married', 'his', 'son', 'with', 'Qazi', ""'s"", 'daughter', 'Fahmida', 'Mirza', '.']","['qazi', 'Q7267272', [[7]]]","['fahmida mirza', 'Q2371076', [[10, 11]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7267272'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2371076'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7267272'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2371076'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}]","['P40', 'P22']"
41,"['Longfellow', 'met', 'Boston', 'industrialist', 'Nathan', 'Appleton', 'and', 'his', 'family', 'in', 'the', 'town', 'of', 'Thun', ',', 'Switzerland', ',', 'including', 'his', 'son', 'Thomas', 'Gold', 'Appleton', '.']","['nathan appleton', 'Q553019', [[4, 5]]]","['thomas gold appleton', 'Q7790099', [[20, 21, 22]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q553019'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7790099'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q553019'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7790099'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}]","['P40', 'P22']"
42,"['His', 'father', 'was', 'Prince', 'Henry', ',', 'Duke', 'of', 'Gloucester', '(', '1900–1974', ')', ',', 'the', 'third', 'son', 'of', 'King', 'George', 'V', 'and', 'Queen', 'Mary', '.']","['king george v', 'Q269412', [[17, 18, 19]]]","['prince henry, duke of gloucester', 'Q117174', [[3, 4, 5, 6, 7, 8]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q269412'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q117174'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q269412'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q117174'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}]","['P40', 'P22']"
43,"['In', '1421', 'Mehmed', 'died', 'and', 'his', 'son', 'Murad', 'II', 'refused', 'to', 'honour', 'his', 'father', ""'s"", 'obligations', 'to', 'the', 'Byzantines', '.']","['mehmed', 'Q168769', [[2]]]","['murad ii', 'Q131394', [[7, 8]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q168769'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q131394'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q168769'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q131394'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}]","['P40', 'P22']"
44,"['Rader', 'won', 'the', 'Democratic', 'primary', 'and', 'advanced', 'to', 'the', 'general', 'election', ',', 'where', 'he', 'faced', 'Connie', 'Mack', 'IV', ',', 'the', 'Republican', 'nominee', 'and', 'the', 'son', 'of', 'retiring', 'United', 'States', 'Senator', 'Connie', 'Mack', 'III', '.']","['connie mack iii', 'Q436535', [[30, 31, 32]]]","['connie mack iv', 'Q973774', [[15, 16, 17]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q436535'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q973774'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q436535'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q973774'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P22', 'P40']"
45,"['Josiah', ""'s"", 'younger', 'son', 'Jehoahaz', 'was', 'chosen', 'to', 'succeed', 'his', 'father', 'to', 'the', 'throne', '.']","['josiah', 'Q313228', [[0]]]","['jehoahaz', 'Q336832', [[4]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q313228'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q336832'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q313228'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q336832'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P22', 'P40']"
46,"['Another', 'son', 'of', 'Ferdinand', 'von', 'Miller', 'was', 'Oskar', 'von', 'Miller', ',', 'who', 'became', 'an', 'engineer', 'and', 'founder', 'of', 'the', 'Deutsches', 'Museum', ',', 'Munich', '.']","['ferdinand von miller', 'Q72477', [[3, 4, 5]]]","['oskar von miller', 'Q76456', [[7, 8, 9]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q72477'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q76456'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q72477'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q76456'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}]","['P40', 'P22']"
47,"['In', 'case', 'that', 'Khufukhaf', 'was', 'not', 'identical', 'to', 'king', 'Khafra', ',', 'Henutsen', 'was', 'Khafra', ""'s"", 'mother', ',', 'too', '.']","['henutsen', 'Q122426', [[11]]]","['khafra', 'Q199861', [[9], [13]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q122426'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q199861'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q122426'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q199861'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}]","['P40', 'P25']"
48,"['The', 'daughter', 'of', 'film', 'director', 'Gordon', 'Parry', ',', 'she', 'was', 'married', 'to', 'theatre', 'director', 'Peter', 'Brook', 'from', '1951', 'until', 'her', 'death', ',', 'and', 'the', 'mother', 'of', 'filmmakers', 'Irina', 'and', 'Simon', '.']","['peter brook', 'Q49760', [[14, 15]]]","['irina', 'Q3154363', [[27]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q49760'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3154363'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q49760'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3154363'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P22', 'P40']"
49,"['Thado', 'Minsaw', 'died', 'in', '1526', ',', 'and', 'was', 'succeeded', 'by', 'his', 'son', 'Bayin', 'Htwe', '.']","['thado minsaw', 'Q7709035', [[0, 1]]]","['bayin htwe', 'Q4874539', [[12, 13]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7709035'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4874539'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7709035'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4874539'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P22', 'P40']"
50,"['On', '29', 'July', '2017', ',', 'Matthews', ""'"", 'husband', 'Ross', 'Blair', ',', 'son', 'of', 'Andy', 'Blair', 'and', 'brother', 'of', 'Matty', 'Blair', ',', 'died', 'from', 'a', 'brain', 'tumour', '.']","['andy blair', 'Q3616532', [[13, 14]]]","['matty blair', 'Q6791903', [[18, 19]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3616532'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q6791903'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3616532'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q6791903'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}]","['P40', 'P22']"
51,"['She', 'is', 'the', 'youngest', 'daughter', 'of', 'Tish', 'Cyrus', 'and', 'Billy', 'Ray', 'Cyrus', 'and', 'the', 'younger', 'sister', 'of', 'Miley', 'Cyrus', 'and', 'Trace', 'Cyrus', '.']","['billy ray cyrus', 'Q231259', [[9, 10, 11]]]","['miley cyrus', 'Q4235', [[17, 18]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q231259'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4235'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q231259'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4235'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}]","['P40', 'P22']"
52,"['It', 'was', 'the', 'summer', 'residence', 'of', 'Prince', 'William', 'Henry', 'Duke', 'of', 'Gloucester', 'and', 'Edinburgh', '(', '1743–1805', ')', ',', 'fourth', 'son', 'of', 'Frederick', ',', 'Prince', 'of', 'Wales', ',', 'and', 'brother', 'of', 'King', 'George', 'III', '.']","['frederick, prince of wales', 'Q165349', [[21, 22, 23, 24, 25]]]","['george iii', 'Q127318', [[31, 32]]]",child,"subject has object as biological, foster, and/or adoptive child",P40,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q165349'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q127318'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q165349'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q127318'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P22', 'P40']"
